date,revenue,expenses
2017-12-11,323752,232613
2017-12-12,448757,283838
2017-12-13,613837,522535
2017-12-14,416739,278901
2017-12-15,538009,288778
2017-12-16,507980,318262
2017-12-17,556609,361994
2017-12-18,688822,484965
2017-12-19,636676,508323
2017-12-20,644138,431660
2017-12-21,618277,479285
2017-12-22,818271,716843
2017-12-23,623412,549635
2017-12-24,785417,677478
2017-12-25,731459,497361
2017-12-26,488456,352006
2017-12-27,855941,645316
2017-12-28,457729,384181
2017-12-29,528504,284211
2017-12-30,825910,607573
2017-12-31,873044,697495
2018-01-01,340809,119036
2018-01-02,841013,608654
2018-01-03,351226,163427
2018-01-04,799512,567723
2018-01-05,775781,562282
2018-01-06,329402,131638
2018-01-07,304263,222638
2018-01-08,477900,402982
2018-01-09,872212,650004
2018-01-10,636326,471500
2018-01-11,524137,359256
2018-01-12,752268,518787
2018-01-13,597881,532304
2018-01-14,663476,528321
2018-01-15,651707,489931
2018-01-16,810585,661339
2018-01-17,690719,481958
2018-01-18,779361,587135
2018-01-19,401371,256423
2018-01-20,862997,791656
2018-01-21,492192,344638
2018-01-22,450322,292524
2018-01-23,321172,224842
2018-01-24,835843,698084
2018-01-25,877564,628076
2018-01-26,881780,744973
2018-01-27,813319,730006
2018-01-28,522320,425420
2018-01-29,717978,589138
2018-01-30,311046,95279
2018-01-31,528071,316774
2018-02-01,678165,542093
2018-02-02,716366,569999
2018-02-03,566997,467841
2018-02-04,782615,645162
2018-02-05,715008,506107
2018-02-06,883417,807479
2018-02-07,505550,396386
2018-02-08,544883,309281
2018-02-09,760514,511243
2018-02-10,421789,311507
2018-02-11,863178,765377
2018-02-12,366017,175480
2018-02-13,478376,425050
2018-02-14,799137,614406
2018-02-15,858296,616935
2018-02-16,693276,484610
2018-02-17,355337,189518
2018-02-18,575494,520731
2018-02-19,324354,132454
2018-02-20,345186,247598
2018-02-21,852433,791212
2018-02-22,727236,534953
2018-02-23,799883,736314
2018-02-24,844869,757009
2018-02-25,585195,489858
2018-02-26,875762,642379
2018-02-27,425995,231408
2018-02-28,545690,423995
2018-03-01,631770,475021
2018-03-02,728988,523012
2018-03-03,480553,239546
2018-03-04,860696,766906
2018-03-05,559568,440988
2018-03-06,619278,563642
2018-03-07,451563,324434
2018-03-08,693554,509590
2018-03-09,502503,430831
2018-03-10,443326,387514
2018-03-11,311344,260690
2018-03-12,694966,590333
2018-03-13,892245,825102
2018-03-14,405423,299489
2018-03-15,620197,502863
2018-03-16,764071,610608
2018-03-17,486833,310982
2018-03-18,377454,298367
2018-03-19,557594,364904
2018-03-20,811897,753451
2018-03-21,652744,500617
2018-03-22,816142,717275
2018-03-23,337641,105541
2018-03-24,853999,743898
2018-03-25,669040,460768
2018-03-26,618420,480346
2018-03-27,581685,339148
2018-03-28,775526,607104
2018-03-29,344813,206921
2018-03-30,586214,416170
2018-03-31,642703,553555
2018-04-01,504615,371687
2018-04-02,776657,574887
2018-04-03,866074,642532
2018-04-04,699953,598293
2018-04-05,587654,352672
2018-04-06,581570,496120
2018-04-07,337265,99730
2018-04-08,549321,465564
2018-04-09,366150,238138
2018-04-10,389613,232863
2018-04-11,637054,460011
2018-04-12,421826,209364
2018-04-13,859723,753607
2018-04-14,750348,556115
2018-04-15,510017,427865
2018-04-16,434055,277676
2018-04-17,790457,719621
2018-04-18,750062,502447
2018-04-19,394071,157351
2018-04-20,606691,399288
2018-04-21,446389,254554
2018-04-22,569708,450264
2018-04-23,554444,411335
2018-04-24,511837,311578
2018-04-25,410017,216988
2018-04-26,423618,238167
2018-04-27,759297,550266
2018-04-28,425341,293323
2018-04-29,852076,679000
2018-04-30,741759,533582
2018-05-01,864262,682313
2018-05-02,840659,611234
2018-05-03,722845,589057
2018-05-04,624060,477190
2018-05-05,898260,764952
2018-05-06,493259,260620
2018-05-07,575128,467215
2018-05-08,703832,651195
2018-05-09,481144,389119
2018-05-10,550195,400687
2018-05-11,443748,311284
2018-05-12,704032,625290
2018-05-13,332733,270902
2018-05-14,826338,662570
2018-05-15,409996,274904
2018-05-16,858221,717342
2018-05-17,849239,710869
2018-05-18,856701,680164
2018-05-19,465873,238039
2018-05-20,733816,578992
2018-05-21,521888,383147
2018-05-22,466472,397642
2018-05-23,697710,592666
2018-05-24,511760,387812
2018-05-25,422744,303542
2018-05-26,801946,714901
2018-05-27,343001,185492
2018-05-28,891652,683953
2018-05-29,538506,473308
2018-05-30,730789,611268
2018-05-31,799722,643251
2018-06-01,858924,779449
2018-06-02,479352,409949
2018-06-03,493283,439602
2018-06-04,750195,608640
2018-06-05,731413,562529
2018-06-06,603988,460866
2018-06-07,626898,461638
2018-06-08,602186,378822
2018-06-09,361665,206279
2018-06-10,546584,359883
2018-06-11,416953,273707
2018-06-12,776072,630208
2018-06-13,486626,428209
2018-06-14,445271,276383
2018-06-15,418533,202696
2018-06-16,898069,773570
2018-06-17,765966,585058
2018-06-18,366262,128616
2018-06-19,376898,299223
2018-06-20,755699,534064
2018-06-21,449369,388037
2018-06-22,854736,785559
2018-06-23,588316,407756
2018-06-24,307657,58138
2018-06-25,777602,670498
2018-06-26,674999,540664
2018-06-27,307906,142968
2018-06-28,623557,492827
2018-06-29,878316,692293
2018-06-30,595804,517471
2018-07-01,768974,697301
2018-07-02,334701,170280
2018-07-03,383300,292430
2018-07-04,383560,206024
2018-07-05,542615,421514
2018-07-06,343642,270821
2018-07-07,817083,741589
2018-07-08,791036,641559
2018-07-09,627304,451221
2018-07-10,665464,502766
2018-07-11,588075,426515
2018-07-12,394377,212470
2018-07-13,626916,558270
2018-07-14,751978,578201
2018-07-15,612250,484890
2018-07-16,325559,238224
2018-07-17,858030,738679
2018-07-18,435044,270110
2018-07-19,412217,228716
2018-07-20,866161,774211
2018-07-21,703119,592465
2018-07-22,386988,229566
2018-07-23,869936,710002
2018-07-24,425991,256016
2018-07-25,702732,453517
2018-07-26,806079,664893
2018-07-27,826684,672450
2018-07-28,384082,231756
2018-07-29,428322,300795
2018-07-30,311303,174599
2018-07-31,461633,249462
2018-08-01,633863,413406
2018-08-02,549690,332699
2018-08-03,399616,252664
2018-08-04,386231,275449
2018-08-05,569458,448342
2018-08-06,319623,179997
2018-08-07,790042,568583
2018-08-08,758298,561403
2018-08-09,776840,680825
2018-08-10,405228,252351
2018-08-11,726346,661007
2018-08-12,820547,635984
2018-08-13,369274,187496
2018-08-14,433541,286048
2018-08-15,353947,157147
2018-08-16,494692,306623
2018-08-17,348874,107394
2018-08-18,873996,634827
2018-08-19,374553,195027
2018-08-20,892632,673037
2018-08-21,871926,700278
2018-08-22,378249,303086
2018-08-23,827007,628217
2018-08-24,770452,632944
2018-08-25,729725,640106
2018-08-26,342534,280408
2018-08-27,795518,680592
2018-08-28,712003,621370
2018-08-29,426209,372892
2018-08-30,742061,647081
2018-08-31,489004,394889
2018-09-01,464134,221416
2018-09-02,375713,282555
2018-09-03,788972,551937
2018-09-04,375418,146715
2018-09-05,428232,197844
2018-09-06,820551,665187
2018-09-07,463038,222624
2018-09-08,468383,402879
2018-09-09,625996,376331
2018-09-10,558722,350990
2018-09-11,432079,344883
2018-09-12,502053,386115
2018-09-13,478589,288912
2018-09-14,803238,695850
2018-09-15,329257,223756
2018-09-16,780488,546107
2018-09-17,735423,658380
2018-09-18,444353,360718
2018-09-19,623390,492699
2018-09-20,563579,480447
2018-09-21,529947,464581
2018-09-22,531758,387814
2018-09-23,457732,214080
2018-09-24,738755,573488
2018-09-25,438563,199602
2018-09-26,806047,716811
2018-09-27,626032,571882
2018-09-28,897897,736528
2018-09-29,553973,484550
2018-09-30,583097,528960
2018-10-01,676826,596834
2018-10-02,814257,653717
2018-10-03,730783,565643
2018-10-04,415374,189381
2018-10-05,849148,677923
2018-10-06,784090,667173
2018-10-07,589227,465537
2018-10-08,832101,747866
2018-10-09,331598,262476
2018-10-10,805934,731978
2018-10-11,589226,475347
2018-10-12,527286,418726
2018-10-13,737785,577475
2018-10-14,311745,61988
2018-10-15,444097,238365
2018-10-16,532732,481564
2018-10-17,513030,417906
2018-10-18,866134,649165
2018-10-19,638076,441972
2018-10-20,448554,345757
2018-10-21,585555,500261
2018-10-22,744191,519292
2018-10-23,753761,700245
2018-10-24,805518,604695
2018-10-25,640941,560568
2018-10-26,614451,442425
2018-10-27,584186,503916
2018-10-28,877218,685760
2018-10-29,737629,491740
2018-10-30,524695,409511
2018-10-31,595900,508021
2018-11-01,353268,253671
2018-11-02,732430,512226
2018-11-03,512943,459317
2018-11-04,721818,585882
2018-11-05,873189,741674
2018-11-06,662130,556740
2018-11-07,494488,296771
2018-11-08,690530,586386
2018-11-09,541531,347077
2018-11-10,546693,492668
2018-11-11,850719,626421
2018-11-12,538360,408980
2018-11-13,644855,475945
2018-11-14,807403,661348
2018-11-15,326385,150196
2018-11-16,731374,546859
2018-11-17,716235,644840
2018-11-18,580783,520058
2018-11-19,385530,302069
2018-11-20,583707,492592
2018-11-21,677816,517732
2018-11-22,729660,595928
2018-11-23,701927,572370
2018-11-24,645114,523854
2018-11-25,543373,333611
2018-11-26,647697,596290
2018-11-27,461779,338211
2018-11-28,470182,361622
2018-11-29,538260,309848
2018-11-30,630904,432038
2018-12-01,347837,146884
2018-12-02,818349,587574
2018-12-03,852829,627403
2018-12-04,379083,237795
2018-12-05,858819,689799
2018-12-06,570856,421555
2018-12-07,666245,601855
2018-12-08,899032,821725
2018-12-09,554346,479844
2018-12-10,457661,385175
2018-12-11,460081,298268
2018-12-12,688590,469260
2018-12-13,306154,67366
2018-12-14,364288,210368
2018-12-15,351195,218427
2018-12-16,582725,390905
2018-12-17,745864,633079
2018-12-18,592231,466181
2018-12-19,464053,391315
2018-12-20,893586,769355
2018-12-21,736624,613018
2018-12-22,339499,247837
2018-12-23,687960,519647
2018-12-24,745485,680362
2018-12-25,545198,338510
2018-12-26,767535,706353
2018-12-27,610931,470562
2018-12-28,597632,354547
2018-12-29,636585,424182
2018-12-30,322431,95261
2018-12-31,623825,547697
2019-01-01,494555,412999
2019-01-02,873441,670493
2019-01-03,568512,378491
2019-01-04,476076,374114
2019-01-05,519724,379670
2019-01-06,881273,807174
2019-01-07,614470,420682
2019-01-08,350861,117178
2019-01-09,638041,418084
2019-01-10,512977,409833
2019-01-11,309078,62786
2019-01-12,624912,567075
2019-01-13,875335,644908
2019-01-14,695141,466770
2019-01-15,515048,314817
2019-01-16,457087,281875
2019-01-17,333320,166640
2019-01-18,627025,470223
2019-01-19,813287,660874
2019-01-20,664359,563347
2019-01-21,559931,379738
2019-01-22,706845,466468
2019-01-23,849114,650936
2019-01-24,400734,292611
2019-01-25,457702,295877
2019-01-26,477235,418515
2019-01-27,398511,179778
2019-01-28,573797,371605
2019-01-29,398818,197956
2019-01-30,452360,343705
2019-01-31,861165,620450
2019-02-01,673706,530258
2019-02-02,511957,283511
2019-02-03,372715,148736
2019-02-04,441398,210255
2019-02-05,819052,648545
2019-02-06,432632,347820
2019-02-07,383186,283616
2019-02-08,451094,350193
2019-02-09,894604,784418
2019-02-10,328380,156314
2019-02-11,564500,386136
2019-02-12,370326,139003
2019-02-13,520971,274728
2019-02-14,768933,682773
2019-02-15,468484,399328
2019-02-16,784410,658202
2019-02-17,641705,442704
2019-02-18,525314,277636
2019-02-19,738716,495085
2019-02-20,879518,644241
2019-02-21,791872,542325
2019-02-22,816998,571585
2019-02-23,819984,674607
2019-02-24,765757,672894
2019-02-25,674484,559045
2019-02-26,808062,619796
2019-02-27,883609,712248
2019-02-28,432028,184742
2019-03-01,531447,385271
2019-03-02,741124,661347
2019-03-03,732659,525404
2019-03-04,601207,392690
2019-03-05,676369,428259
2019-03-06,678544,541343
2019-03-07,642962,445692
2019-03-08,566847,364364
2019-03-09,896387,664738
2019-03-10,719065,653198
2019-03-11,331585,219084
2019-03-12,715231,519893
2019-03-13,867873,778451
2019-03-14,589102,372822
2019-03-15,588161,416617
2019-03-16,686821,474536
2019-03-17,579922,391483
2019-03-18,342229,256867
2019-03-19,386652,285064
2019-03-20,549474,330117
2019-03-21,560116,383433
2019-03-22,820985,734678
2019-03-23,319975,189695
2019-03-24,457795,256856
2019-03-25,716495,609972
2019-03-26,509373,321923
2019-03-27,497133,339464
2019-03-28,595286,386288
2019-03-29,888612,735397
2019-03-30,476037,327330
2019-03-31,688076,493824
2019-04-01,597190,454353
2019-04-02,740280,572210
2019-04-03,401459,183456
2019-04-04,500422,295336
2019-04-05,401520,271648
2019-04-06,885560,645986
2019-04-07,816123,678387
2019-04-08,629793,574323
2019-04-09,626818,430793
2019-04-10,444832,225253
2019-04-11,452999,310030
2019-04-12,648619,507126
2019-04-13,361367,304844
2019-04-14,705804,467542
2019-04-15,535806,306973
2019-04-16,344738,263569
2019-04-17,857685,762044
2019-04-18,644333,440271
2019-04-19,638511,558850
2019-04-20,502332,307841
2019-04-21,682729,618272
2019-04-22,411453,293853
2019-04-23,319816,166197
2019-04-24,716715,590613
2019-04-25,671000,587915
2019-04-26,513567,366503
2019-04-27,814933,583207
2019-04-28,895923,708721
2019-04-29,516184,360461
2019-04-30,598090,414976
2019-05-01,617348,497214
2019-05-02,482958,389976
2019-05-03,577707,462522
2019-05-04,392324,308847
2019-05-05,523536,359375
2019-05-06,571991,469282
2019-05-07,326155,116367
2019-05-08,641815,513678
2019-05-09,760494,674476
2019-05-10,449381,260248
2019-05-11,431691,242010
2019-05-12,776410,691039
2019-05-13,743324,610303
2019-05-14,334707,132830
2019-05-15,818477,760620
2019-05-16,653299,460607
2019-05-17,458492,400315
2019-05-18,774112,562929
2019-05-19,470102,331524
2019-05-20,694274,554333
2019-05-21,517285,455459
2019-05-22,638404,443442
2019-05-23,459476,327048
2019-05-24,460928,284884
2019-05-25,596141,357038
2019-05-26,548500,423480
2019-05-27,432311,376816
2019-05-28,545546,467065
2019-05-29,496733,304394
2019-05-30,869560,701663
2019-05-31,446470,258655
2019-06-01,618647,382775
2019-06-02,306570,153095
2019-06-03,630929,401084
2019-06-04,833398,726356
2019-06-05,799115,699639
2019-06-06,379141,300589
2019-06-07,312115,65801
2019-06-08,339062,112218
2019-06-09,594700,369898
2019-06-10,690479,480459
2019-06-11,826257,707164
2019-06-12,697686,578563
2019-06-13,421863,355328
2019-06-14,801076,684586
2019-06-15,800726,704164
2019-06-16,348320,179278
2019-06-17,796758,657678
2019-06-18,446649,207042
2019-06-19,425354,334085
2019-06-20,748625,617951
2019-06-21,328625,236163
2019-06-22,586233,402034
2019-06-23,336487,263340
2019-06-24,759054,532454
2019-06-25,528071,400976
2019-06-26,788011,647086
2019-06-27,612282,495901
2019-06-28,473895,324427
2019-06-29,730424,616675
2019-06-30,616205,396461
2019-07-01,401376,337645
2019-07-02,725106,550459
2019-07-03,581652,346068
2019-07-04,772132,671108
2019-07-05,458056,291344
2019-07-06,860347,709226
2019-07-07,762785,708953
2019-07-08,799653,717321
2019-07-09,829992,767525
2019-07-10,822828,731803
2019-07-11,778366,584187
2019-07-12,719139,591145
2019-07-13,819777,675575
2019-07-14,676188,582707
2019-07-15,532549,348896
2019-07-16,853453,728335
2019-07-17,891491,717481
2019-07-18,784965,552255
2019-07-19,336321,162607
2019-07-20,635441,445951
2019-07-21,545014,334829
2019-07-22,456498,322135
2019-07-23,317772,144165
2019-07-24,694583,581539
2019-07-25,538389,296287
2019-07-26,351924,290110
2019-07-27,828014,678674
2019-07-28,651296,591272
2019-07-29,327723,83363
2019-07-30,508786,349550
2019-07-31,859931,752095
2019-08-01,514432,456997
2019-08-02,439999,191843
2019-08-03,658690,538089
2019-08-04,379973,209102
2019-08-05,753449,568970
2019-08-06,587681,438738
2019-08-07,794509,711569
2019-08-08,846900,791234
2019-08-09,525049,437927
2019-08-10,568615,399968
2019-08-11,466703,260539
2019-08-12,331348,151595
2019-08-13,495804,322402
2019-08-14,435832,284642
2019-08-15,594923,444455
2019-08-16,583780,404573
2019-08-17,353551,277046
2019-08-18,704772,618059
2019-08-19,871107,635648
2019-08-20,635914,542745
2019-08-21,720182,592671
2019-08-22,512781,279967
2019-08-23,753105,662583
2019-08-24,848884,699487
2019-08-25,359182,305302
2019-08-26,649307,424781
2019-08-27,601454,364671
2019-08-28,618232,524693
2019-08-29,439978,190585
2019-08-30,869667,804868
2019-08-31,771828,616985
2019-09-01,558517,317343
2019-09-02,740097,508299
2019-09-03,608557,509773
2019-09-04,437084,274050
2019-09-05,882004,657599
2019-09-06,503502,281602
2019-09-07,444539,340177
2019-09-08,724226,620229
2019-09-09,821863,590450
2019-09-10,421999,221854
2019-09-11,414793,262394
2019-09-12,757373,692824
2019-09-13,670321,563401
2019-09-14,312289,110901
2019-09-15,557368,350113
2019-09-16,386365,242505
2019-09-17,475211,400587
2019-09-18,479785,236198
2019-09-19,372588,275883
2019-09-20,363646,224320
2019-09-21,565798,357970
2019-09-22,782238,671848
2019-09-23,419735,301366
2019-09-24,455683,396094
2019-09-25,836437,673425
2019-09-26,662246,467058
2019-09-27,621333,498152
2019-09-28,866956,641098
2019-09-29,706889,533178
2019-09-30,511830,385405
2019-10-01,496501,285143
2019-10-02,716885,650891
2019-10-03,465140,303225
2019-10-04,440507,267546
2019-10-05,525160,370488
2019-10-06,483321,406682
2019-10-07,861672,794467
2019-10-08,821998,715321
2019-10-09,375388,292458
2019-10-10,855689,732376
2019-10-11,818727,655574
2019-10-12,532601,464285
2019-10-13,427834,219458
2019-10-14,334084,188026
2019-10-15,551459,413583
2019-10-16,405111,269745
2019-10-17,749042,685639
2019-10-18,729667,599615
2019-10-19,462982,339487
2019-10-20,598185,385181
2019-10-21,627825,481735
2019-10-22,534386,447685
2019-10-23,643715,459258
2019-10-24,496553,389312
2019-10-25,761792,570353
2019-10-26,801174,686144
2019-10-27,495246,267669
2019-10-28,850448,636044
2019-10-29,546242,329902
2019-10-30,811083,604448
2019-10-31,317633,162448
2019-11-01,349104,262700
2019-11-02,368388,263206
2019-11-03,840302,757311
2019-11-04,392578,237977
2019-11-05,864678,635943
2019-11-06,585855,469969
2019-11-07,391658,219656
2019-11-08,357993,224145
2019-11-09,505768,300569
2019-11-10,458285,350593
2019-11-11,751000,663500
2019-11-12,842015,758230
2019-11-13,828646,694500
2019-11-14,627252,529255
2019-11-15,557681,500511
2019-11-16,394018,199643
2019-11-17,686601,564858
2019-11-18,594054,508867
2019-11-19,529104,282998
2019-11-20,493510,310545
2019-11-21,409847,215022
2019-11-22,744717,656627
2019-11-23,754162,508168
2019-11-24,596037,486625
2019-11-25,376329,270299
2019-11-26,331007,263498
2019-11-27,616397,497744
2019-11-28,312323,94322
2019-11-29,412356,232730
2019-11-30,504451,275088
2019-12-01,578600,524558
2019-12-02,855655,612009
2019-12-03,354624,267423
2019-12-04,703322,639306
2019-12-05,534565,459543
2019-12-06,368008,290070
2019-12-07,677539,452789
2019-12-08,416492,248321
2019-12-09,372240,260520
2019-12-10,626459,470945
2019-12-11,572900,335023
2019-12-12,761227,578169
2019-12-13,598522,472044
2019-12-14,435327,242094
2019-12-15,465575,263814
2019-12-16,799499,622398
2019-12-17,793948,649249
2019-12-18,607257,365261
2019-12-19,898357,749084
2019-12-20,529189,415444
2019-12-21,698465,516182
2019-12-22,551051,369750
2019-12-23,811778,642806
2019-12-24,571830,342216
2019-12-25,805629,610212
2019-12-26,615507,464018
2019-12-27,659687,577868
2019-12-28,475915,378136
2019-12-29,754179,611935
2019-12-30,342828,227244
2019-12-31,572670,371648
2020-01-01,325592,129347
2020-01-02,591126,483094
2020-01-03,532041,366967
2020-01-04,650877,501604
2020-01-05,424982,346946
2020-01-06,556911,435555
2020-01-07,368619,173255
2020-01-08,608623,555571
2020-01-09,801643,707266
2020-01-10,451175,202265
2020-01-11,470963,353144
2020-01-12,441826,278137
2020-01-13,398540,201848
2020-01-14,486994,406533
2020-01-15,610375,539625
2020-01-16,329301,269829
2020-01-17,522724,403461
2020-01-18,814003,651967
2020-01-19,493783,255109
2020-01-20,318752,243229
2020-01-21,517029,305191
2020-01-22,356273,203011
2020-01-23,558503,442443
2020-01-24,419968,360889
2020-01-25,677844,488373
2020-01-26,310699,199973
2020-01-27,496133,353227
2020-01-28,834003,767471
2020-01-29,319169,146480
2020-01-30,818652,725490
2020-01-31,418413,233592
2020-02-01,567926,506573
2020-02-02,822988,660675
2020-02-03,424481,346004
2020-02-04,515400,309758
2020-02-05,859873,723500
2020-02-06,478936,286427
2020-02-07,692136,472960
2020-02-08,748330,503888
2020-02-09,689954,635403
2020-02-10,338067,219708
2020-02-11,318073,82121
2020-02-12,336035,142047
2020-02-13,496049,319899
2020-02-14,533782,311265
2020-02-15,889738,792102
2020-02-16,834670,754985
2020-02-17,757828,656694
2020-02-18,361929,223013
2020-02-19,587313,429346
2020-02-20,387468,243013
2020-02-21,334594,85675
2020-02-22,491703,270638
2020-02-23,345033,119628
2020-02-24,887421,647484
2020-02-25,373861,274105
2020-02-26,593894,421031
2020-02-27,864749,753557
2020-02-28,767016,525258
2020-02-29,378222,279489
2020-03-01,844897,768904
2020-03-02,503981,292417
2020-03-03,404211,202158
2020-03-04,486321,412178
2020-03-05,742111,500762
2020-03-06,787689,630645
2020-03-07,756956,525894
2020-03-08,329984,151578
2020-03-09,305901,61941
2020-03-10,462624,343273
2020-03-11,522317,291246
2020-03-12,593199,472890
2020-03-13,445788,252270
2020-03-14,835426,623621
2020-03-15,323429,154273
2020-03-16,874488,748488
2020-03-17,502380,272676
2020-03-18,741460,669884
2020-03-19,545127,491807
2020-03-20,317347,125525
2020-03-21,856110,703108
2020-03-22,864396,629861
2020-03-23,782315,705743
2020-03-24,307967,240019
2020-03-25,836159,669631
2020-03-26,525371,305473
2020-03-27,508524,369473
2020-03-28,464685,386818
2020-03-29,852467,611164
2020-03-30,551537,304203
2020-03-31,859550,764872
2020-04-01,679551,521990
2020-04-02,771082,708119
2020-04-03,360545,115113
2020-04-04,534555,435121
2020-04-05,523894,407277
2020-04-06,602066,400725
2020-04-07,867201,699632
2020-04-08,659177,511825
2020-04-09,666936,537204
2020-04-10,550497,392849
2020-04-11,743057,611563
2020-04-12,785278,658053
2020-04-13,456104,323237
2020-04-14,344936,126336
2020-04-15,502056,373084
2020-04-16,525469,278795
2020-04-17,328141,181880
2020-04-18,437478,296730
2020-04-19,397359,182955
2020-04-20,454363,279882
2020-04-21,865856,686327
2020-04-22,871139,818888
2020-04-23,793158,566369
2020-04-24,879111,730003
2020-04-25,323312,115213
2020-04-26,727387,580005
2020-04-27,734995,675412
2020-04-28,800531,700144
2020-04-29,796037,722933
2020-04-30,549062,486838
2020-05-01,708638,598014
2020-05-02,735684,498554
2020-05-03,856659,702339
2020-05-04,357022,146651
2020-05-05,633373,504801
2020-05-06,399071,263602
2020-05-07,482268,354340
2020-05-08,658918,604777
2020-05-09,789626,585204
2020-05-10,588859,467988
2020-05-11,855462,669313
2020-05-12,797660,701645
2020-05-13,376373,136121
2020-05-14,493021,271092
2020-05-15,493718,252806
2020-05-16,894305,784403
2020-05-17,363037,307460
2020-05-18,830836,760834
2020-05-19,534213,433502
2020-05-20,504366,414915
2020-05-21,802420,572245
2020-05-22,454249,244530
2020-05-23,586166,501335
2020-05-24,522084,375586
2020-05-25,789536,610587
2020-05-26,360428,215309
2020-05-27,621497,504667
2020-05-28,487604,356972
2020-05-29,840340,753507
2020-05-30,400689,326291
2020-05-31,746636,635082
2020-06-01,562307,461552
2020-06-02,603568,404790
2020-06-03,802754,599342
2020-06-04,763547,648553
2020-06-05,703850,589966
2020-06-06,435870,301509
2020-06-07,584564,517082
2020-06-08,810259,706034
2020-06-09,591444,351523
2020-06-10,310749,185895
2020-06-11,599631,508375
2020-06-12,525019,366298
2020-06-13,726577,595467
2020-06-14,897218,733612
2020-06-15,590524,525874
2020-06-16,556553,329363
2020-06-17,748532,669602
2020-06-18,679504,529104
2020-06-19,353352,291551
2020-06-20,724127,622767
2020-06-21,463856,325948
2020-06-22,303191,105560
2020-06-23,495713,413379
2020-06-24,742939,679651
2020-06-25,303631,100161
2020-06-26,437244,375053
2020-06-27,604224,536173
2020-06-28,520169,408454
2020-06-29,713497,652760
2020-06-30,852959,737819
2020-07-01,521972,315649
2020-07-02,689878,457831
2020-07-03,808679,753532
2020-07-04,721818,621310
2020-07-05,307099,204875
2020-07-06,718647,649004
2020-07-07,880780,791813
2020-07-08,396722,243187
2020-07-09,854399,763666
2020-07-10,363936,279128
2020-07-11,523332,274972
2020-07-12,623064,514105
2020-07-13,787510,604589
2020-07-14,363530,245352
2020-07-15,729440,481232
2020-07-16,569932,328120
2020-07-17,852370,690115
2020-07-18,447603,311281
2020-07-19,441214,346649
2020-07-20,872643,671388
2020-07-21,703082,651950
2020-07-22,501139,281808
2020-07-23,888315,774647
2020-07-24,751122,531487
2020-07-25,459210,300375
2020-07-26,392601,200598
2020-07-27,329956,206787
2020-07-28,538340,306629
2020-07-29,769511,529538
2020-07-30,721486,571069
2020-07-31,339279,288235
2020-08-01,671931,444168
2020-08-02,448702,374339
2020-08-03,361063,264369
2020-08-04,554311,371657
2020-08-05,745377,497461
2020-08-06,789934,718633
2020-08-07,819089,694760
2020-08-08,508432,456812
2020-08-09,482051,369827
2020-08-10,397661,159934
2020-08-11,752776,607357
2020-08-12,771256,552650
2020-08-13,423257,253207
2020-08-14,569054,348592
2020-08-15,859252,753396
2020-08-16,718443,488119
2020-08-17,621909,516100
2020-08-18,863359,791100
2020-08-19,412990,342335
2020-08-20,369519,155442
2020-08-21,309503,96802
2020-08-22,491775,287093
2020-08-23,447977,209721
2020-08-24,870126,798524
2020-08-25,751495,615550
2020-08-26,326806,134624
2020-08-27,476072,288927
2020-08-28,715384,564538
2020-08-29,370119,239301
2020-08-30,485165,293898
2020-08-31,770641,719104
2020-09-01,771027,572817
2020-09-02,707507,482107
2020-09-03,384080,156806
2020-09-04,552791,331555
2020-09-05,377794,201249
2020-09-06,592985,453242
2020-09-07,424447,188716
2020-09-08,420029,283874
2020-09-09,479830,249066
2020-09-10,807942,637744
2020-09-11,638416,432499
2020-09-12,861931,722085
2020-09-13,606094,525532
2020-09-14,487921,409885
2020-09-15,662644,420820
2020-09-16,798685,674452
2020-09-17,687732,554683
2020-09-18,840285,721604
2020-09-19,644710,566892
2020-09-20,751157,539541
2020-09-21,358005,245473
2020-09-22,517322,409617
2020-09-23,489784,419680
2020-09-24,867829,693493
2020-09-25,323387,145483
2020-09-26,385457,265854
2020-09-27,444129,291630
2020-09-28,888316,779291
2020-09-29,617875,535558
2020-09-30,479761,267273
2020-10-01,868926,645842
2020-10-02,784814,629229
2020-10-03,477558,228441
2020-10-04,844855,642383
2020-10-05,722955,624685
2020-10-06,882092,712677
2020-10-07,670965,440060
2020-10-08,303754,59038
2020-10-09,851332,721126
2020-10-10,367260,247792
2020-10-11,366912,126367
2020-10-12,556695,329814
2020-10-13,832994,613594
2020-10-14,646130,428274
2020-10-15,329725,256002
2020-10-16,436998,326352
2020-10-17,404555,157228
2020-10-18,561486,511412
2020-10-19,880735,804237
2020-10-20,865609,619015
2020-10-21,533103,386222
2020-10-22,715872,514259
2020-10-23,355147,259218
2020-10-24,742882,569683
2020-10-25,775584,699556
2020-10-26,600931,521386
2020-10-27,544839,415270
2020-10-28,756162,674489
2020-10-29,846015,633969
2020-10-30,395081,155110
2020-10-31,684865,480696
2020-11-01,892344,739833
2020-11-02,380102,236958
2020-11-03,456570,341746
2020-11-04,367695,294170
2020-11-05,731116,623312
2020-11-06,821608,625493
2020-11-07,417235,325389
2020-11-08,740917,613656
2020-11-09,319033,87734
2020-11-10,816409,582309
2020-11-11,851120,632665
2020-11-12,494509,415026
2020-11-13,677869,620604
2020-11-14,445016,372253
2020-11-15,582017,516284
2020-11-16,864660,702464
2020-11-17,389464,248426
2020-11-18,417322,329902
2020-11-19,747557,557238
2020-11-20,716978,512066
